Symbol,Company Name,Market Cap,Stock Price,Revenue
SND,"Smart Sand, Inc.",90.15M,2.10,295.70M
RBKB,"Rhinebeck Bancorp, Inc.",89.94M,8.35,40.86M
RANI,"Rani Therapeutics Holdings, Inc.",89.92M,3.07,-
IROH,Iron Horse Acquisitions Corp.,89.91M,10.14,-
LUNA,Luna Innovations Incorporated,89.87M,2.59,116.61M
MFH,Mercurity Fintech Holding Inc.,89.71M,1.48,445.93K
ONYX,Onyx Acquisition Co. I,89.55M,11.27,-
FFIE,Faraday Future Intelligent Electric Inc.,89.51M,7.23,1.08M
FAT,FAT Brands Inc.,89.49M,5.26,572.01M
FATBB,FAT Brands Inc.,89.48M,5.25,572.01M
FSHP,Flag Ship Acquisition Corporation,88.63M,10.00,-
AUID,authID Inc.,88.46M,8.10,553.11K
NEOV,NeoVolta Inc.,88.41M,2.66,2.79M
TIL,"Instil Bio, Inc.",88.13M,13.55,-
GAQ,Generation Asia I Acquisition Limited,87.96M,11.22,-
MNTX,"Manitex International, Inc.",87.91M,4.31,299.56M
CMRX,"Chimerix, Inc.",87.85M,0.98,144.00K
HSPO,Horizon Space Acquisition I Corp.,87.80M,11.21,-
BYNO,byNordic Acquisition Corporation,87.60M,11.38,-
MAYS,"J.W. Mays, Inc.",87.34M,43.33,21.51M
PWUP,PowerUp Acquisition Corp.,87.20M,11.23,-
AIRG,"Airgain, Inc.",86.57M,7.66,53.18M
ACRS,"Aclaris Therapeutics, Inc.",86.33M,1.21,32.02M
SY,So-Young International Inc.,86.10M,0.84,206.62M
OVID,Ovid Therapeutics Inc.,85.88M,1.21,567.70K
ALVR,"AlloVir, Inc.",85.59M,0.75,-
OMGA,"Omega Therapeutics, Inc.",85.49M,1.55,6.31M
EMCG,Embrace Change Acquisition Corp.,85.44M,11.51,-
KOSS,Koss Corporation,85.42M,9.23,12.45M
ALGS,"Aligos Therapeutics, Inc.",85.26M,13.83,7.97M
SPWH,"Sportsman's Warehouse Holdings, Inc.",84.93M,2.25,1.26B
SLS,"SELLAS Life Sciences Group, Inc.",84.92M,1.32,-
LSB,"LakeShore Biopharma Co., Ltd",84.91M,0.45,79.42M
RSSS,"Research Solutions, Inc.",84.88M,2.80,42.45M
MCHX,"Marchex, Inc.",84.84M,1.97,48.82M
TOP,TOP Financial Group Limited,84.79M,2.29,8.04M
VMCA,Valuence Merger Corp. I,84.68M,11.49,-
ARBK,Argo Blockchain plc,84.13M,1.49,56.13M
ATOM,Atomera Incorporated,83.97M,3.02,640.00K
TBNK,Territorial Bancorp Inc.,83.90M,9.75,39.01M
CODA,"Coda Octopus Group, Inc.",83.84M,7.50,18.24M
CDAQ,Compass Digital Acquisition Corp.,83.84M,10.76,-
FIAC,Focus Impact Acquisition Corp.,83.71M,11.21,-
RLMD,"Relmada Therapeutics, Inc.",83.58M,2.77,-
BOLD,"Boundless Bio, Inc.",83.23M,3.74,-
NPAB,New Providence Acquisition Corp. II,83.19M,12.00,-
IKNA,"Ikena Oncology, Inc.",83.00M,1.72,1.84M
OAKU,Oak Woods Acquisition Corporation,82.69M,10.98,-
WIMI,WiMi Hologram Cloud Inc.,82.64M,0.84,82.55M
LATG,Chenghe Acquisition I Co.,82.63M,11.49,-
DPCS,DP Cap Acquisition Corp I,82.43M,11.37,-
NB,NioCorp Developments Ltd.,82.22M,2.17,-
WW,"WW International, Inc.",82.12M,1.03,829.45M
INVE,"Identiv, Inc.",81.93M,3.49,109.42M
BLEU,bleuacacia ltd,81.75M,10.82,-
QMMM,QMMM Holdings Limited,81.73M,4.75,2.81M
GTAC,Global Technology Acquisition Corp. I,81.68M,11.52,-
AITR,AI Transportation Acquisition Corp,81.67M,10.42,-
OMEX,"Odyssey Marine Exploration, Inc.",81.35M,3.95,761.11K
RAPT,"RAPT Therapeutics, Inc.",81.33M,2.33,-
PLCE,"The Children's Place, Inc.",81.08M,6.38,1.55B
VTSI,"VirTra, Inc.",80.97M,7.25,31.85M
BEEM,Beam Global,80.85M,5.53,65.89M
TGAA,Target Global Acquisition I Corp.,80.76M,11.29,-
XFIN,ExcelFin Acquisition Corp.,80.62M,11.06,-
AISP,"Airship AI Holdings, Inc.",80.47M,3.39,23.57M
PIII,P3 Health Partners Inc.,80.38M,0.50,1.40B
RSTN,"RDE, Inc.",80.33M,3.10,83.44M
MGYR,"Magyar Bancorp, Inc.",80.28M,12.37,30.04M
CRGO,Freightos Limited,80.14M,1.67,21.38M
BAYA,Bayview Acquisition Corp,79.95M,10.35,-
PMVP,"PMV Pharmaceuticals, Inc.",79.86M,1.55,-
SILC,Silicom Ltd.,79.83M,13.09,77.69M
PRLH,Pearl Holdings Acquisition Corp,79.27M,11.06,-
INAQ,Insight Acquisition Corp.,79.11M,11.30,-
JVSA,JVSPAC Acquisition Corp.,78.78M,10.25,-
REFR,Research Frontiers Incorporated,78.77M,2.35,1.28M
GAN,GAN Limited,78.67M,1.73,126.74M
YI,"111, Inc.",78.60M,0.92,2.05B
NHTC,Natural Health Trends Corp.,78.57M,6.85,42.98M
SDIG,"Stronghold Digital Mining, Inc.",78.50M,5.42,86.09M
FORA,Forian Inc.,78.38M,2.52,20.37M
MDXH,MDxHealth SA,78.32M,2.87,80.74M
ATMV,AlphaVest Acquisition Corp,77.84M,11.11,-
AEAE,AltEnergy Acquisition Corp.,77.79M,11.99,-
FEBO,Fenbo Holdings Limited,77.55M,7.01,15.25M
YTRA,"Yatra Online, Inc.",77.51M,1.33,49.60M
PFIE,"Profire Energy, Inc.",77.26M,1.65,57.77M
FANH,Fanhua Inc.,77.12M,1.36,451.06M
UPC,Universe Pharmaceuticals INC,77.09M,3.26,32.31M
GNLX,Genelux Corporation,77.07M,2.26,8.00K
FNVT,Finnovate Acquisition Corp.,76.84M,11.45,-
TETE,Technology & Telecommunication Acquisition Corporation,76.74M,12.02,-
ATMC,AlphaTime Acquisition Corp,76.71M,11.16,-
LICN,Lichen China Limited,76.63M,2.03,39.76M
ONCY,Oncolytics Biotech Inc.,76.40M,0.99,-
MDBH,"MDB Capital Holdings, LLC",76.29M,8.21,1.78M
CLSD,"Clearside Biomedical, Inc.",76.24M,1.02,7.52M
CLRB,"Cellectar Biosciences, Inc.",76.00M,2.12,-
NEON,Neonode Inc.,75.94M,4.91,4.43M
HYPR,"Hyperfine, Inc.",75.53M,1.04,11.94M
CBRG,Chain Bridge I,75.47M,11.17,-
IRAA,Iris Acquisition Corp,75.46M,10.50,-
IVCP,Swiftmerge Acquisition Corp.,75.44M,11.03,-
NSPR,"InspireMD, Inc.",75.32M,2.93,6.57M
VANI,"Vivani Medical, Inc.",75.15M,1.36,-
BYSI,BeyondSpring Inc.,74.94M,1.92,1.75M
SLNG,"Stabilis Solutions, Inc.",74.90M,4.03,71.73M
GNTA,Genenta Science S.p.A.,74.62M,4.08,-
STCN,"Steel Connect, Inc.",74.38M,11.90,169.04M
BOCN,Blue Ocean Acquisition Corp.,74.29M,11.28,-
CNTY,"Century Casinos, Inc.",74.25M,2.42,587.39M
BHAC,Focus Impact BH3 Acquisition Company,74.25M,10.68,-
SPRO,"Spero Therapeutics, Inc.",74.05M,1.37,118.46M
HNNA,"Hennessy Advisors, Inc.",73.89M,9.62,27.13M
EURK,Eureka Acquisition Corp,73.54M,10.19,-
NVNO,enVVeno Medical Corporation,73.45M,5.51,-
MITA,Coliseum Acquisition Corp.,73.42M,11.08,-
TYGO,"Tigo Energy, Inc.",73.18M,1.21,48.85M
TELA,"TELA Bio, Inc.",73.15M,2.96,64.74M
MSSA,Metal Sky Star Acquisition Corporation,72.72M,11.35,-
AENT,Alliance Entertainment Holding Corporation,72.33M,1.42,1.11B
ELVA,Electrovaya Inc.,71.79M,2.11,49.49M
LSBK,"Lake Shore Bancorp, Inc.",71.76M,12.72,26.03M
UBCP,"United Bancorp, Inc.",71.71M,12.05,29.50M
UONE,"Urban One, Inc.",71.68M,2.10,460.32M
GRDI,Griid Infrastructure Inc.,71.67M,1.00,20.94M
PDEX,"Pro-Dex, Inc.",71.63M,20.95,49.46M
MRNS,"Marinus Pharmaceuticals, Inc.",71.61M,1.30,30.26M
SSIC,Silver Spike Investment Corp.,71.60M,11.52,12.42M
VBFC,Village Bank and Trust Financial Corp.,71.44M,47.94,26.09M
DTSQ,DT Cloud Star Acquisition Corporation,71.25M,10.05,-
CCG,Cheche Group Inc.,71.20M,0.94,458.27M
ABLV,Able View Global Inc.,71.18M,1.69,149.00M
ELTK,Eltek Ltd.,70.98M,10.58,46.43M
FRLA,Fortune Rise Acquisition Corporation,70.68M,11.27,-
WRAP,"Wrap Technologies, Inc.",70.30M,1.59,9.13M
NDLS,Noodles & Company,70.28M,1.54,500.92M
DTIL,"Precision BioSciences, Inc.",70.10M,9.69,87.64M
CHCI,"Comstock Holding Companies, Inc.",69.82M,7.08,46.87M
ADGM,"Adagio Medical Holdings, Inc.",69.62M,5.20,266.00K
CELU,Celularity Inc.,69.48M,3.16,22.77M
DIST,Distoken Acquisition Corporation,69.44M,10.80,-
SIEB,Siebert Financial Corp.,69.16M,1.73,78.88M
LOOP,"Loop Industries, Inc.",68.91M,1.45,132.00K
NVAC,NorthView Acquisition Corporation,68.81M,11.60,-
HGBL,Heritage Global Inc.,68.72M,1.86,55.02M
RRGB,"Red Robin Gourmet Burgers, Inc.",68.38M,4.34,1.28B
ICCH,"ICC Holdings, Inc.",68.18M,22.98,87.93M
SOND,Sonder Holdings Inc.,68.06M,6.77,573.81M
PAVS,Paranovus Entertainment Technology Ltd.,68.01M,1.01,6.54M
PTWO,"Pono Capital Two, Inc.",67.81M,13.00,-
GLLI,Globalink Investment Inc.,67.59M,11.25,-
AFAR,Aura FAT Projects Acquisition Corp,67.53M,11.68,-
CLOE,Clover Leaf Capital Corp.,67.52M,13.60,-
HAIA,Healthcare AI Acquisition Corp.,67.48M,11.28,-
NCTY,The9 Limited,67.31M,7.49,25.25M
GSIT,"GSI Technology, Inc.",67.18M,2.64,20.85M
AUBN,"Auburn National Bancorporation, Inc.",65.72M,18.81,22.22M
AIMAU,Aimfinity Investment Corp. I,65.44M,11.65,-
RFAC,RF Acquisition Corp.,65.41M,11.24,-
VOXX,VOXX International Corporation,65.41M,2.91,448.65M
FOSL,"Fossil Group, Inc.",65.36M,1.23,1.28B
UONEK,"Urban One, Inc.",65.27M,1.36,460.32M
VOR,Vor Biopharma Inc.,65.25M,0.95,-
SOTK,Sono-Tek Corporation,65.21M,4.14,21.13M
QUBT,Quantum Computing Inc.,65.00M,0.69,264.84K
ASCB,A SPAC II Acquisition Corp.,64.90M,11.41,-
USGO,U.S. GoldMining Inc.,64.47M,5.20,-
CURI,CuriosityStream Inc.,64.43M,1.18,54.80M
HOOK,HOOKIPA Pharma Inc.,64.13M,5.32,52.16M
AFMD,Affimed N.V.,64.11M,4.21,10.06M
BNAI,"Brand Engagement Network, Inc.",64.01M,1.78,85.00K
PETS,"PetMed Express, Inc.",63.65M,3.10,270.77M
FTII,FutureTech II Acquisition Corp.,63.60M,10.91,-
ALLK,Allakos Inc.,63.54M,0.72,-
UBXG,U-BX Technology Ltd.,63.45M,2.35,67.13M
SELX,Semilux International Ltd.,63.25M,1.69,1.07M
PRE,Prenetics Global Limited,63.04M,5.16,23.23M
CSBR,"Champions Oncology, Inc.",63.01M,4.64,50.16M
EGIO,"Edgio, Inc.",63.00M,10.76,403.59M
ARQQ,Arqit Quantum Inc.,62.94M,0.38,740.00K
IPWR,Ideal Power Inc.,62.94M,8.18,143.11K
SCYX,"SCYNEXIS, Inc.",62.84M,1.66,9.67M
ABAT,American Battery Technology Company,62.70M,1.07,-
BEAT,"HeartBeam, Inc.",62.42M,2.35,-
AIRT,"Air T, Inc.",62.18M,22.53,281.81M
ENTX,Entera Bio Ltd.,62.12M,1.71,57.00K
BLRX,BioLineRx Ltd.,61.87M,0.74,17.05M
MTC,"MMTec, Inc.",61.75M,0.31,869.94K
TORO,Toro Corp.,61.71M,3.61,34.93M
UG,"United-Guardian, Inc.",61.61M,13.41,12.31M
BNR,Burning Rock Biotech Limited,61.55M,6.00,70.15M
TTOO,"T2 Biosystems, Inc.",61.35M,3.51,7.16M
UPLD,"Upland Software, Inc.",61.35M,2.25,286.37M
SIFY,Sify Technologies Limited,61.18M,0.33,437.96M
BOTJ,"Bank of the James Financial Group, Inc.",60.97M,13.42,43.41M
FUSB,"First US Bancshares, Inc.",60.95M,10.61,40.51M
GBBK,Global Blockchain Acquisition Corp.,60.81M,11.04,-
THTX,Theratechnologies Inc.,60.61M,1.33,82.57M
USAU,U.S. Gold Corp.,60.53M,5.64,-
ABIO,"ARCA biopharma, Inc.",60.35M,4.16,-
WFCF,"Where Food Comes From, Inc.",60.27M,11.25,25.72M
JUNE,Junee Limited,59.93M,4.62,4.79M
SSBI,Summit State Bank,59.90M,8.83,33.98M
NAAS,NaaS Technology Inc.,59.87M,4.53,58.24M
MNOV,"MediciNova, Inc.",59.84M,1.22,1.00M
LOAN,"Manhattan Bridge Capital, Inc.",59.71M,5.22,7.44M
NTRB,Nutriband Inc.,59.71M,5.41,2.02M
HHGC,HHG Capital Corporation,59.32M,11.74,-
EGRX,"Eagle Pharmaceuticals, Inc.",59.22M,4.56,257.55M
INTS,"Intensity Therapeutics, Inc.",59.22M,4.30,-
VUZI,Vuzix Corporation,59.20M,0.90,6.34M
KRON,"Kronos Bio, Inc.",59.08M,0.98,8.41M
IMMX,"Immix Biopharma, Inc.",59.02M,2.15,-
MURA,Mural Oncology plc,58.95M,3.46,-
CTSO,Cytosorbents Corporation,58.78M,1.08,37.16M
ANGH,Anghami Inc.,58.76M,0.88,41.38M
BYFC,Broadway Financial Corporation,58.69M,6.76,33.87M
GRTS,"Gritstone bio, Inc.",58.66M,0.50,14.61M
ONDS,Ondas Holdings Inc.,58.42M,0.84,9.21M
FDSB,"Fifth District Bancorp, Inc.",58.40M,10.51,10.35M
FARM,Farmer Bros. Co.,58.26M,2.74,342.19M
SELF,"Global Self Storage, Inc.",58.25M,5.17,12.21M
BAFN,BayFirst Financial Corp.,58.17M,14.07,77.69M
CCTS,Cactus Acquisition Corp. 1 Limited,58.06M,11.44,-
LRFC,Logan Ridge Finance Corporation,57.96M,21.66,19.95M
CLGN,CollPlant Biotechnologies Ltd.,57.96M,5.06,689.00K
LIVE,Live Ventures Incorporated,57.90M,18.49,463.64M
BCG,"Binah Capital Group, Inc.",57.78M,3.48,161.90M
BMR,Beamr Imaging Ltd.,57.70M,3.72,2.96M
MODD,"Modular Medical, Inc.",57.31M,1.76,-
IROQ,"IF Bancorp, Inc.",57.04M,17.75,22.41M
EDRY,EuroDry Ltd.,56.79M,20.37,57.77M
FAAS,DigiAsia Corp.,56.72M,0.97,57.73M
OPXS,"Optex Systems Holdings, Inc",56.48M,8.29,32.63M
HYMC,Hycroft Mining Holding Corporation,56.45M,2.35,-
CNTB,Connect Biopharma Holdings Limited,56.32M,1.02,-
FLUX,"Flux Power Holdings, Inc.",56.22M,3.37,63.85M
SHLT,SHL Telemedicine Ltd.,56.07M,3.70,57.08M
FTHM,Fathom Holdings Inc.,55.88M,2.66,327.31M
RDIB,"Reading International, Inc.",55.87M,10.90,203.74M
AIRE,reAlpha Tech Corp.,55.85M,1.26,99.04K
CODX,"Co-Diagnostics, Inc.",55.84M,1.75,9.14M
OPTX,"Syntec Optics Holdings, Inc.",55.58M,1.52,28.13M
FBLG,"FibroBiologics, Inc.",55.55M,1.58,-
ROCL,Roth Ch Acquisition V Co.,55.30M,11.24,-
VIVK,"Vivakor, Inc.",55.18M,1.89,62.39M
HHS,"Harte Hanks, Inc.",54.96M,7.54,187.09M
LNSR,"LENSAR, Inc.",54.79M,4.72,45.12M
NBST,Newbury Street Acquisition Corporation,54.59M,11.03,-
COCH,"Envoy Medical, Inc.",54.49M,2.78,302.00K
LEE,"Lee Enterprises, Incorporated",54.48M,8.80,616.82M
PXS,Pyxis Tankers Inc.,54.39M,5.20,50.06M
XGN,Exagen Inc.,54.25M,3.12,56.66M
ANEB,"Anebulo Pharmaceuticals, Inc.",54.20M,2.09,-
BRAC,Broad Capital Acquisition Corp.,54.15M,11.50,-
GEG,"Great Elm Group, Inc.",54.15M,1.80,11.94M
AVTE,"Aerovate Therapeutics, Inc.",53.98M,1.87,-
BUJA,Bukit Jalil Global Acquisition 1 Ltd,53.42M,10.81,-
GDC,GD Culture Group Limited,53.17M,5.45,-150.00K
LPTH,"LightPath Technologies, Inc.",53.17M,1.37,32.78M
AOGO,Arogo Capital Acquisition Corp.,53.07M,10.96,-
UCL,uCloudlink Group Inc.,52.86M,1.41,86.08M
CLRC,ClimateRock,52.58M,11.55,-
RGS,Regis Corporation,52.58M,23.06,209.32M
MESA,"Mesa Air Group, Inc.",52.47M,1.27,479.42M
VCSA,"Vacasa, Inc.",52.44M,3.38,1.01B
STBX,Starbox Group Holdings Ltd.,52.42M,0.16,12.21M
WOK,WORK Medical Technology Group LTD,52.20M,3.60,9.86M
RPHM,"Reneo Pharmaceuticals, Inc.",51.81M,1.55,-
CLST,"Catalyst Bancorp, Inc.",51.78M,11.65,4.39M
CAPT,Captivision Inc.,51.68M,1.78,14.64M
MSAI,"MultiSensor AI Holdings, Inc.",51.59M,2.17,7.51M
PRPH,"ProPhase Labs, Inc.",51.32M,2.69,17.97M
LVLU,"Lulu's Fashion Lounge Holdings, Inc.",51.32M,1.23,327.30M
BWEN,"Broadwind, Inc.",51.23M,2.33,177.83M
PDYN,Palladyne AI Corp.,51.13M,1.91,8.73M
RENT,"Rent the Runway, Inc.",50.99M,13.70,299.00M
FEAM,"5E Advanced Materials, Inc.",50.67M,0.80,-
NCSM,"NCS Multistage Holdings, Inc.",50.55M,20.20,147.07M
BRFH,"Barfresh Food Group, Inc.",50.47M,3.42,8.82M
AQU,Aquaron Acquisition Corp.,50.27M,11.04,-
ALRN,"Aileron Therapeutics, Inc.",50.26M,2.32,-
CMBM,Cambium Networks Corporation,50.22M,1.78,171.54M
LTRN,Lantern Pharma Inc.,50.06M,4.65,-
SWVL,Swvl Holdings Corp.,49.99M,5.87,22.85M
IPW,iPower Inc.,49.84M,1.56,90.02M
LVTX,LAVA Therapeutics N.V.,49.70M,1.89,7.40M
MNY,MoneyHero Limited,49.68M,1.26,84.94M
HSON,"Hudson Global, Inc.",49.44M,17.97,142.97M
CPTN,"Cepton, Inc.",49.41M,3.08,21.16M
GODN,Golden Star Acquisition Corporation,49.33M,10.88,-
PRTS,"CarParts.com, Inc.",49.08M,0.86,633.82M
CRWS,"Crown Crafts, Inc.",49.08M,4.76,86.72M
MARX,Mars Acquisition Corp.,48.91M,10.93,-
FKWL,Franklin Wireless Corp.,48.90M,4.15,41.68M
HOUR,"Hour Loop, Inc.",48.83M,1.39,141.39M
BCOW,"1895 Bancorp of Wisconsin, Inc.",48.79M,8.78,9.90M
AWRE,"Aware, Inc.",48.72M,2.30,19.50M
SHOT,"Safety Shot, Inc.",48.70M,0.94,1.03M
KPLT,"Katapult Holdings, Inc.",48.57M,11.65,236.29M
AGAE,Allied Gaming & Entertainment Inc.,48.50M,1.27,8.21M
CPBI,"Central Plains Bancshares, Inc.",48.33M,11.70,17.81M
ALSA,Alpha Star Acquisition Corporation,48.23M,11.74,-
ESLA,"Estrella Immunopharma, Inc.",48.20M,1.33,-
VSAC,Vision Sensing Acquisition Corp.,48.19M,11.65,-
TRSG,Tungray Technologies Inc.,48.08M,2.94,14.36M
LEXX,Lexaria Bioscience Corp.,47.90M,3.03,411.02K
RAND,Rand Capital Corporation,47.85M,18.54,7.87M
ELEV,"Elevation Oncology, Inc.",47.81M,0.81,-
FBIO,"Fortress Biotech, Inc.",47.68M,2.09,82.62M
PPSI,"Pioneer Power Solutions, Inc.",47.49M,4.35,41.49M
DGHI,Digihost Technology Inc.,47.36M,1.45,38.33M
DWSN,Dawson Geophysical Company,47.29M,1.53,91.32M
RECT,Rectitude Holdings Ltd,47.11M,3.25,30.67M
CARM,"Carisma Therapeutics, Inc.",46.95M,1.13,20.71M
KTCC,Key Tronic Corporation,46.92M,4.36,559.40M
BRNS,Barinthus Biotherapeutics plc,46.90M,1.19,-
RLYB,Rallybio Corporation,46.88M,1.13,299.00K
CCLD,"CareCloud, Inc.",46.86M,2.89,111.75M
BGXX,Bright Green Corporation,46.84M,0.25,-
OPHC,"OptimumBank Holdings, Inc.",46.74M,4.83,30.17M
ELTX,"Elicio Therapeutics, Inc.",46.70M,4.34,-
HOLO,MicroCloud Hologram Inc.,46.69M,0.57,28.71M
ICMB,"Investcorp Credit Management BDC, Inc.",46.66M,3.24,25.36M
FLNT,"Fluent, Inc.",46.57M,2.76,263.70M
PASG,"Passage Bio, Inc.",46.50M,0.75,-
CTRM,Castor Maritime Inc.,46.48M,4.81,84.44M
ACAC,Acri Capital Acquisition Corporation,46.47M,11.70,-
ADD,"Color Star Technology Co., Ltd.",46.39M,0.87,1.06M
ARKR,Ark Restaurants Corp.,46.35M,12.86,184.54M
NSTS,"NSTS Bancorp, Inc.",46.18M,10.00,5.57M
GOVX,"GeoVax Labs, Inc.",46.07M,6.39,300.68K
CETY,"Clean Energy Technologies, Inc.",45.91M,1.03,13.55M
AKTX,"Akari Therapeutics, Plc",45.90M,3.84,-
KZR,"Kezar Life Sciences, Inc.",45.87M,0.63,7.00M
EHGO,Eshallgo Inc.,45.86M,2.11,16.96M
BNIX,Bannix Acquisition Corp.,45.47M,11.14,-
CREX,"Creative Realities, Inc.",45.44M,4.35,51.43M
INTE,Integral Acquisition Corporation 1,45.30M,11.12,-
BNGO,"Bionano Genomics, Inc.",45.23M,0.53,36.58M
PALT,"Paltalk, Inc.",45.19M,4.90,10.28M
NXTC,"NextCure, Inc.",45.04M,1.61,-
APYX,Apyx Medical Corporation,45.04M,1.30,49.03M
CENN,Cenntro Inc.,45.01M,1.46,26.08M
FORL,Four Leaf Acquisition Corporation,44.90M,11.01,-
GENK,"GEN Restaurant Group, Inc.",44.88M,9.23,195.29M
NOVV,Nova Vision Acquisition Corporation,44.81M,12.70,-
ICAD,"iCAD, Inc.",44.80M,1.70,18.80M
TARA,"Protara Therapeutics, Inc.",44.77M,2.17,-
EYEN,"Eyenovia, Inc.",44.76M,0.58,31.41K
KACL,Kairous Acquisition Corp. Limited,44.76M,12.15,-
GLST,"Global Star Acquisition, Inc.",44.67M,11.03,-
CMCT,Creative Media & Community Trust Corporation,44.66M,1.96,126.53M
DRCT,"Direct Digital Holdings, Inc.",44.62M,3.11,157.11M
YOTA,Yotta Acquisition Corporation,44.58M,11.30,-
HKIT,Hitek Global Inc.,44.54M,1.52,4.56M
SYRS,"Syros Pharmaceuticals, Inc.",44.50M,1.66,4.15M
TACT,TransAct Technologies Incorporated,44.49M,4.45,52.74M
DRRX,DURECT Corporation,44.39M,1.43,8.41M
LUCD,Lucid Diagnostics Inc.,44.22M,0.82,3.80M
IGTA,Inception Growth Acquisition Limited,44.15M,11.32,-
HUIZ,Huize Holding Limited,44.14M,0.89,167.16M
IDN,"Intellicheck, Inc.",43.95M,2.25,19.29M
ASRV,"AmeriServ Financial, Inc.",43.78M,2.65,45.27M
BLAC,Bellevue Life Sciences Acquisition Corp.,43.67M,10.81,-
OSS,"One Stop Systems, Inc.",43.55M,2.07,52.76M
AREC,American Resources Corporation,43.51M,0.56,5.97M
PLBY,"PLBY Group, Inc.",43.49M,0.59,125.85M
VSTE,Vast Renewables Limited,43.46M,1.45,-
PXLW,"Pixelworks, Inc.",43.33M,0.74,60.70M
CALC,"CalciMedica, Inc.",43.12M,4.01,-
VTNR,"Vertex Energy, Inc.",43.02M,0.46,3.20B
NVNI,Nvni Group Limited,42.95M,1.50,23.56M
EBON,Ebang International Holdings Inc.,42.93M,6.56,3.59M
XOS,"Xos, Inc.",42.90M,5.36,63.77M
DYAI,"Dyadic International, Inc.",42.74M,1.45,1.80M
CFSB,"CFSB Bancorp, Inc.",42.37M,6.62,7.69M
ECDA,"ECD Automotive Design, Inc.",42.27M,1.22,25.73M
KSCP,"Knightscope, Inc.",42.24M,0.28,11.79M
AXDX,"Accelerate Diagnostics, Inc.",42.15M,1.78,12.23M
MATH,Metalpha Technology Holding Limited,42.12M,1.14,5.26M
BGM,Qilian International Holding Group Limited,41.90M,5.86,29.87M
NISN,"Nisun International Enterprise Development Group Co., Ltd",41.85M,10.59,386.67M
BGFV,Big 5 Sporting Goods Corporation,41.80M,1.90,829.49M
FSEA,"First Seacoast Bancorp, Inc.",41.67M,9.30,10.82M
OCX,OncoCyte Corporation,41.58M,3.11,1.02M
SWIN,Solowin Holdings,41.55M,2.60,3.44M
SJ,Scienjoy Holding Corporation,41.44M,1.00,204.54M
VTVT,vTv Therapeutics Inc.,40.86M,16.79,1.00M
CLIR,ClearSign Technologies Corporation,40.72M,0.81,2.51M
NICK,"Nicholas Financial, Inc.",40.69M,5.57,18.74M
TCBS,"Texas Community Bancshares, Inc.",40.61M,13.80,9.79M
RDI,"Reading International, Inc.",40.59M,1.81,203.74M
NOTV,"Inotiv, Inc.",40.57M,1.56,501.06M
SNT,Senstar Technologies Corporation,40.56M,1.74,33.86M
INTG,The InterGroup Corporation,40.55M,18.54,57.70M
USIO,"Usio, Inc.",40.49M,1.48,80.69M
LINK,"Interlink Electronics, Inc.",40.44M,4.10,12.64M
SYT,"SYLA Technologies Co., Ltd.",40.42M,1.55,161.34M
FGEN,"FibroGen, Inc.",40.37M,0.40,173.82M
DXR,Daxor Corporation,40.16M,8.30,163.42K
RFIL,"RF Industries, Ltd.",40.10M,3.87,61.09M
PHUN,"Phunware, Inc.",39.91M,3.52,4.12M
EVTV,"Envirotech Vehicles, Inc.",39.86M,2.54,1.83M
XLO,"Xilio Therapeutics, Inc.",39.66M,0.90,2.36M
DUET,DUET Acquisition Corp.,39.60M,11.24,-
HFBL,"Home Federal Bancorp, Inc. of Louisiana",39.59M,13.11,20.50M
REE,REE Automotive Ltd.,39.36M,3.64,1.77M
DSWL,"Deswell Industries, Inc.",39.04M,2.45,69.37M
LTBR,Lightbridge Corporation,38.97M,2.67,-
WINV,WinVest Acquisition Corp.,38.89M,11.46,-
AADI,"Aadi Bioscience, Inc.",38.89M,1.58,23.82M
PMN,"ProMIS Neurosciences, Inc.",38.85M,1.30,-
STI,Solidion Technology Inc.,38.84M,0.42,6.64K
PET,Wag! Group Co.,38.81M,0.80,85.34M
CXAI,CXApp Inc.,38.78M,2.54,7.07M
SYPR,"Sypris Solutions, Inc.",38.62M,1.68,139.39M
EQ,"Equillium, Inc.",38.60M,1.09,42.62M
GDST,Goldenstone Acquisition Limited,38.59M,11.21,-
ECOR,"electroCore, Inc.",38.46M,5.97,21.28M
SURG,"SurgePays, Inc.",38.31M,1.94,112.99M
DFLI,Dragonfly Energy Holdings Corp.,38.24M,0.61,52.04M
PBBK,"PB Bankshares, Inc.",37.85M,16.04,11.90M
LGCB,Linkage Global Inc,37.84M,1.76,12.73M
WTMA,Welsbach Technology Metals Acquisition Corp.,37.71M,11.20,-
MNDO,MIND C.T.I. Ltd,37.54M,1.86,21.89M
CUE,"Cue Biopharma, Inc.",37.43M,0.77,8.30M
XBP,"XBP Europe Holdings, Inc.",37.41M,1.24,157.86M
CRIS,"Curis, Inc.",37.37M,6.25,10.16M
WAVS,Western Acquisition Ventures Corp.,37.12M,10.53,-
OCEA,"Ocean Biomedical, Inc.",37.07M,1.07,-
JRSH,"Jerash Holdings (US), Inc.",37.07M,3.02,123.39M
CDTG,CDT Environmental Technology Investment Holdings Limited,36.92M,3.45,34.21M
OM,"Outset Medical, Inc.",36.91M,0.71,116.43M
LGVN,Longeveron Inc.,36.90M,2.57,1.23M
ACXP,"Acurx Pharmaceuticals, Inc.",36.88M,2.27,-
MKTW,"MarketWise, Inc.",36.51M,0.83,432.34M
