News1,News2,News3,News4,News5
Corbus Pharmaceuticals participates in a conference call with Truist,RBC Capital Remains a Buy on Corbus Pharmaceuticals (CRBP),Optimistic Outlook on Corbus Pharmaceuticals’ Oncology and Obesity Drug Candidates Supports Buy Rating,Corbus Pharmaceuticals Announces Board Changes and New Compensation Plans,Corbus Pharmaceuticals appoints Kung to board of directors
NaN,NaN,NaN,NaN,NaN
NaN,NaN,NaN,NaN,NaN
Adaptive Biotechnologies announces IVDR certification for clonoSEQ in EU,Adaptive Announces IVDR Certification for clonoSEQ® in European Union,Adaptive Biotechnologies to Participate in the Morgan Stanley 22nd Annual Global Healthcare Conference,NaN,NaN
Sezzle Inc. (SEZL) Gets a Buy from Northland Securities,Analysts Offer Insights on Financial Companies: National Bank of Canada (OtherNTIOF) and Sezzle Inc. (SEZL),Sezzle enters five-year strategic partnership with WebBank,Sezzle price target raised to $150 from $119 at Northland,Sezzle Inc. Forges Strategic Alliance with WebBank for Financing Products
Best payroll services for small business,Truist Financial Reaffirms Their Buy Rating on Wave Life Sciences (WVE),"Analysts Are Bullish on These Healthcare Stocks: Q32 Bio (QTTB), Wave Life Sciences (WVE)",Wave Life Sciences Shareholders Approve Key Proposals at AGM,Wave Life Sciences receives FDA RPDD for WVE-N531
Cramer’s Lightning Round: Whirlpool is ‘too inconsistent’,"SpartanNash names Erin Storm as SVP, Chief Marketing Officer",SpartanNash Co (SPTN) Receives a Hold from BMO Capital,SpartanNash Announces Second Quarter Fiscal 2024 Results,"SpartanNash sees FY24 EPS $1.85-$2.10, consensus $2.02"
NaN,NaN,NaN,NaN,NaN
NaN,NaN,NaN,NaN,NaN
BitFuFu to Attend Upcoming Investor Conferences in September,BitFuFu Reports Unaudited Second Quarter 2024 Financial Results,BitFuFu reports Q2 EPS 1c vs. 3c last year,BitFuFu Achieves Solid Revenue Growth in Q2 2024,"BitFuFu Inc. to Report Second Quarter 2024 Unaudited Financial Results on August 20, 2024"
Anterix to Present at the 2024 Gateway Conference on September 4,NaN,NaN,NaN,NaN
NaN,NaN,NaN,NaN,NaN
Root Insurance Partners with Goosehead Insurance to Simplify Insurance Sales for Independent Agents,Root teams with Goosehead to expedite sales for independent agents,Root price target lowered to $82 from $88 at Keefe Bruyette,KBW Reaffirms Their Buy Rating on Root (ROOT),TD Cowen Reaffirms Their Hold Rating on Root (ROOT)
"Great Southern Bancorp, Inc. Announces Third Quarter 2024 Preliminary Earnings Release Date and Conference Call",NaN,NaN,NaN,NaN
DoubleDown price target raised to $26 from $24 at B. Riley,Doubledown Interactive Co (DDI) Receives a Buy from Wedbush,DoubleDown price target raised to $16.25 from $14.75 at Wedbush,Closing Bell Movers: Rumble jumps 8% on earnings,DoubleDown Interactive Sees Strong Q2 Growth
Alumis to Participate in Upcoming September Investor Conferences,Alumis Reports Second Quarter 2024 Financial Results and Highlights Recent Development and Corporate Achievements,NaN,NaN,NaN
Evercore ISI Keeps Their Buy Rating on Astria Therapeutics (ATXS),Astria Therapeutics price target raised to $26 from $25 at Oppenheimer,Buy Rating Affirmed for Astria Therapeutics’ Navenibart on Novel Approach and Positive Trial Data,Buy Rating for Astria Therapeutics: Strong Financials and Promising Drug Pipeline,"Analysts’ Top Healthcare Picks: Adverum Biotechnologies (ADVM), Astria Therapeutics (ATXS)"
SecureWorks: Balancing Revenue Growth and Profitability Concerns,SecureWorks Struggles: Analyst Maintains Sell Rating Amidst Revenue Decline and Prolonged Transition,Barclays Keeps Their Sell Rating on SecureWorks (SCWX),Secureworks price target raised to $7 from $6 at Barclays,Needham Keeps Their Hold Rating on SecureWorks (SCWX)
NaN,NaN,NaN,NaN,NaN
Replimune appoints Balachandran to board of directors,Replimune initiated with a Buy at Roth MKM,"Analysts Offer Insights on Healthcare Companies: Trevi Therapeutics (TRVI), Replimune Group (REPL) and Hookipa Pharma (HOOK)",Replimune announces first patient dosed in IGNYTE-3 trial,Replimune Announces First Patient Dosed in IGNYTE-3 Clinical Trial in Advanced Melanoma
Biotech Alert: Searches spiking for these stocks today,Maintaining Hold on Revance Therapeutics Amid Merger Developments and Positive Sales Forecast,Analyst Holds on Revance-Crown Merger Amid Strategic Fit and Revenue Concerns,Revance downgraded to Neutral from Buy at H.C. Wainwright,Revance Therapeutics (RVNC) Gets a Buy from Barclays
SI-Bone management to meet with Piper Sandler,Buy Rating Justified: SI-Bone’s Growth Potential and Market Expansion Opportunities,"SI-BONE To Present at Morgan Stanley 22nd Annual Global Healthcare Conference on September 4, 2024","SI-Bone receives 510(k) clearance, BDD for iFuse TORQ TNT Implant System","SI-BONE, Inc. Receives 510(k) Clearance and FDA Breakthrough Device Designation for Pelvic Fracture Fixation System"
NaN,NaN,NaN,NaN,NaN
Upgraded Buy Rating and Target Price for Travere Therapeutics on Filspari’s Market Expansion and Approval,Travere Therapeutics price target raised to $23 from $14 at Citi,"Ligand, Travere Therapeutics receives full FDA approval for Filspari",Travere Therapeutics price target raised to $19 from $18 at BofA,Stifel Nicolaus Keeps Their Hold Rating on Travere Therapeutics (TVTX)
"Liquidity Services selected to sell workover rigs, associated surplus assets",Major Oil and Gas Partner to Sell Drilling Rigs on AllSurplus Marketplace,Craig-Hallum Remains a Buy on Liquidity Services (LQDT),Oil and gas corporation to sell unused energy assets on AllSurplus Marketplace,Major Integrated Oil and Gas Corporation to Sell Unused Energy Assets on AllSurplus Marketplace
Olema Oncology Reports Inducement Grants Under Nasdaq Listing Rule 5635(c)(4),Olema Oncology to Participate in Morgan Stanley 22nd Annual Global Healthcare Conference,NaN,NaN,NaN
Crescent Capital BDC price target lowered to $19 from $20 at BofA,Crescent Capital BDC: A Buy Rating Backed by Strong Performance and Resilient Credit Portfolio,Wells Fargo Sticks to Its Hold Rating for Crescent Capital BDC (CCAP),KBW Sticks to Its Buy Rating for Crescent Capital BDC (CCAP),"Crescent Capital BDC reports Q2 EPS 59c, consensus 58c"
Lake Street Remains a Buy on Smith & Wesson Brands (SWBI),"Options Volatility and Implied Earnings Moves Today, September 05, 2024",Craig-Hallum Remains a Buy on Smith & Wesson Brands (SWBI),SWBI Upcoming Earnings Report: What to Expect?,"Options Volatility and Implied Earnings Moves This Week, September 03 – September 05, 2024"
"Mpox case reported at Clark County Detention Center, LV Review-Journal says",Siga Technologies put volume heavy and directionally bearish,SIGA Announces New Contract Awarded by U.S. Department of Defense for the Procurement of $9 Million of TPOXX®,Siga Technologies announces new DOD contract for Tpoxx,Biotech Alert: Searches spiking for these stocks today
ORIC Pharmaceuticals Reports Inducement Grants under Nasdaq Listing Rule 5635(c)(4),Oric Pharmaceuticals initiated with a Buy at Stifel,ORIC Pharmaceuticals to Participate in Upcoming Investor Conferences,Optimistic Outlook on Oric Pharmaceuticals’ Cancer Therapy Pipeline and Strategic Partnerships,Buy Rating Affirmed for Oric Pharmaceuticals with Strong Cash Position and Promising Clinical Pipeline
Open Lending price target lowered to $8 from $9 at DA Davidson,Open Lending to Attend the Canaccord Genuity 44th Annual Growth Conference,Northland Securities Reaffirms Their Buy Rating on Open Lending (LPRO),Open Lending: Hold Rating Amidst Market Challenges and Modest Recovery Prospects,Open Lending (LPRO) Gets a Buy from D.A. Davidson
Legacy Housing price target raised to $29 from $25 at B. Riley,Legacy Housing (LEGH) Gets a Buy from Lake Street,Legacy Housing (LEGH) Receives a Rating Update from a Top Analyst,NaN,NaN
"Daily Journal Corporation Announces Financial Results for the nine months ended June 30, 2024",NaN,NaN,NaN,NaN
NaN,NaN,NaN,NaN,NaN
Avid Bioservices (CDMO) Gets a Buy from Craig-Hallum,"Avid Bioservices to Report Financial Results for First Quarter of Fiscal Year 2025 After Market Close on September 9, 2024",Avid Bioservices Amends Deferred Compensation Plan,Craig-Hallum Releases a Buy Rating on Avid Bioservices (CDMO),NaN
enCore Energy Shareholders Approve Key Proposals,EnCore Energy price target lowered to $7 from $7.50 at H.C. Wainwright,"enCore Energy Expands Uranium Production, Boosts Revenue",enCore Energy Reports Asset Growth Amidst Financial Shifts,enCore Energy Provides Q2 2024 Results and Operational Update
Unusually active option classes on open September 6th,Northland Securities Remains a Buy on Applied Digital Corporation (APLD),Buy Rating Affirmed for Applied Digital Corporation Amid Strategic Partnerships and Expansion Plans,"Nvidia backing ‘endorsement of Applied at the highest order,’ says Craig-Hallum",Nvidia (NVDA) Joins $160M Funding Round for Applied Digital in AI Push
"EagleBank Names Industry Veteran Evelyn Lee as Chief Lending Officer for C&I, Key Growth Area for EagleBank",Eagle Bancorp Announces Executive Leadership Transition,EagleBank Names New Chief Credit Officer,EagleBank names Kevin Geoghegan as Chief Credit Officer,NaN
Applied Therapeutics to Participate in Upcoming Investor Conferences,Applied Therapeutics price target raised to $8 from $7 at Citi,NaN,NaN,NaN
Lexicon Pharmaceuticals to Participate in Upcoming September Investor Conferences,Buy Rating Affirmed for Lexicon Pharmaceuticals on Promising INPEFA Heart Failure Treatment Data,Lexicon:INPEFA benefited heart failure patients regardless of diabetes duration,Biotech Alert: Searches spiking for these stocks today,Buy Rating for Lexicon Pharmaceuticals Amid Positive Regulatory and Clinical Developments for ZYNQUISTA
NaN,NaN,NaN,NaN,NaN
Levi & Korsinsky LLP Notifies Orthofix Medical Inc. Investors of a Class Action Lawsuit and Upcoming Deadline – OFIX,NaN,NaN,NaN,NaN
"National Cinemedia Boosts CFO Compensation, Extends Tenure",Strong Buy Rating for National Cinemedia on Exclusive Advertising Agreements and Growth Prospects,Benchmark upgrades National CineMedia to Buy on growth optimism,National CineMedia upgraded to Buy from Speculative Buy at Benchmark,NaN
"Rendering Speculation Unnecessary, TrustCo Delivers Again With a Quarterly Dividend of $0.36 Per Share",NaN,NaN,NaN,NaN
Southern Missouri Bancorp initiated with an Overweight at Stephens,NaN,NaN,NaN,NaN
Largest borrow rate increases among liquid names,Buy/Sell: Wall Street’s top 10 stock calls this week,"Warner Bros. downgraded, Starbucks upgraded: Wall Street’s top analyst calls",Pacira downgraded to Sell from Buy at Truist,"Analysts Are Bullish on Top Healthcare Stocks: Pacira Pharmaceuticals (PCRX), Iovance Biotherapeutics (IOVA)"
EZCORP Poised for Growth Amidst Economic Pressures and Strategic Latin American Expansion,NaN,NaN,NaN,NaN
Bioventus price target raised to $12 from $8 at Canaccord,NaN,NaN,NaN,NaN
Celcuity files $400M mixed securities shelf,Celcuity initiated with an Outperform at LifeSci Capital,Gedatolisib’s Market Potential: A Buy Rating with Optimistic Trial Outcome Projections,Buy Rating Affirmed: Optimism for Celcuity’s Pipeline and Financial Stability Amid Clinical Trial Progress,Stifel Nicolaus Remains a Buy on Celcuity (CELC)
Short Report: Bearish positioning in Oddity Tech at record high,NaN,NaN,NaN,NaN
Northland Securities Sticks to Their Buy Rating for Evolv Technologies Holdings (EVLV),Craig-Hallum Sticks to Their Buy Rating for Evolv Technologies Holdings (EVLV),Craig-Hallum Sticks to Its Buy Rating for Evolv Technologies Holdings (EVLV),Evolv Technologies Holdings (EVLV) Gets a Hold from Lake Street,Evolv issued patent by USPTO for Evolv Express
"Chuy’s Holdings, Inc. Announces Record Date and Special Meeting of Stockholders",Chuy’s downgraded to Hold from Buy at Benchmark,Analysts Offer Insights on Consumer Cyclical Companies: Chuy’s Holdings (CHUY) and Savers Value Village Inc. (SVV),NaN,NaN
"Tuesday’s top analyst calls: Netflix, Lyft, Amazon, CrowdStrike, Dell, Disney, Eli Lilly",iTeos to Participate in Upcoming Investor Conferences,iTeos Therapeutics Announces Late-Breaking Oral Presentation of Phase 2 GALAXIES Lung-201 Interim Data at the European Society for Medical Oncology Congress 2024,J.P. Morgan Sticks to Its Buy Rating for iTeos Therapeutics (ITOS),iTeos Therapeutics initiated with an Overweight at Wells Fargo
Five Star Bancorp Expands with New San Francisco Office,"Five Star Bancorp opens San Francisco office, bringing personalized, concierge banking services to the San Francisco Bay Area",NaN,NaN,NaN
Opal Fuels downgraded at Scotiabank on limited near-term RNG catalysts,Montauk Renewables downgraded to Sector Perform from Outperform at Scotiabank,"Analysts Offer Insights on Utilities Companies: Montauk Renewables (MNTK), Otter Tail (OTTR) and Enel Chile SA (ENIC)",NaN,NaN
UP Fintech price target lowered to $5 from $6.49 at Citi,Buy Rating Affirmed for Up Fintech Holding Amid Strong Core Performance and Growth Potential,Buy Rating Affirmed for Up Fintech Holding Amidst Client Growth and Strategic Global Expansion,"Options Volatility and Implied Earnings Moves Today, August 30, 2024",UP Fintech Reports Record Revenue and Growth
"Gladstone Commercial acquires industrial facility in Midland, Texas",Gladstone Commercial Welcomes Katharine Gorka to Board,Gladstone Commercial executes five-year lease renewal at Ohio property,NaN,NaN
ADS-TEC Energy Announces Upcoming AGM,NaN,NaN,NaN,NaN
Bioceres Crop Solutions (BIOX) Q4 Earnings Cheat Sheet,Roth MKM Remains a Buy on Bioceres Crop Solutions (BIOX),Optimistic Outlook for Bioceres Crop Solutions Following USDA Approval of HB4 Trait,"Analysts Offer Insights on Materials Companies: Bioceres Crop Solutions (BIOX), Newmont Mining (NEM) and Barrick Gold (GOLD)",Bioceres HB4 Wheat Wins USDA Approval
Cresud Announces Upcoming Notes Payment,Cresud Sociedad Reports Mixed Fiscal Year Results,Cresud price target raised to $13 from $10.50 at Jefferies,Cresud Announces Upcoming Interest Payment,NaN
"Annexon appoints Shikhar Agarwal as SVP, head of commercial","Analysts Are Bullish on Top Healthcare Stocks: GeoVax Labs (GOVX), Rohto Pharmaceutical Co (RPHCF)",Annexon Reports Inducement Grants to New Employees Under Nasdaq Listing Rule 5635(c)(4),Buy Rating Affirmed for Annexon Biosciences Amid Promising Clinical Trial Results,Buy Rating Justified: Undervalued Annexon Biosciences Poised for Growth with Positive Clinical Trials and Strong Cash Position
IGM Biosciences: Hold Rating Affirmed Amid Financial Challenges and Clinical Catalysts,IGM Biosciences price target lowered to $11 from $12 at H.C. Wainwright,Truist Financial Reaffirms Their Buy Rating on IGM Biosciences (IGMS),IGM Biosciences price target lowered to $24 from $25 at Truist,Analysts Offer Insights on Healthcare Companies: Cocrystal Pharma (COCP) and IGM Biosciences (IGMS)
Vivid Seats’ Game Center Debuts “Leagues” for NFL Season,Vivid Seats’ Game Center debuts ‘Leagues’ for NFL Season,Vivid Seats announces an exclusive multiyear media partnership with IAA,Vivid Seats Announces Exclusive Multiyear Media Partnership with I Am Athlete,Vivid Seats Releases 2024 NFL Fan Loyalty Report
NaN,NaN,NaN,NaN,NaN
Ramaco Resources price target lowered to $208 from $219 at B. Riley,Benchmark Co. Gives a Buy Rating to Ramaco Resources (METC),Ramaco Resources management to meet virtually with Benchmark,Ramaco Resources management to meet with B. Riley,Benchmark Co. Sticks to Their Buy Rating for Ramaco Resources (METC)
