Shares Number,Volume,Net Income,Dividends,Employee Amount,Previous Close,Analysts,Price Target,Earnings Date,Symbol,Market Cap,Stock Price,Revenue,MA20,MA50,MA200,20-Day Percent Change,100-Day Percent Change,News1,News2,News3,News4,News5,P/E Ratio,Dividend Yield (%),Market Cap to Revenue Ratio,Earnings Per Share (EPS),Revenue Per Employee,Target Price Difference (%)
,"300,201",,0.3,99.0,6.27,Hold,8.17,"Aug 8, 2024",TBPH,,8.09,,-1.64%,-5.82%,-10.76%,-19.29%,-12.35%,,,,,,,3.7082818294190356,,,,0.9888751545117438
,"1,118,361",,,983.0,4.94,Strong Buy,25.2,"Aug 8, 2024",PRTH,,5.13,,17.34%,14.82%,51.96%,-1.18%,+82.55%,,,,,,,,,,,391.22807017543863
,"278,290",,,183.0,8.62,Hold,11.5,"Jul 31, 2024",RDVT,,28.7,,8.60%,12.98%,38.27%,+10.64%,+40.67%,REPEAT — IDI Now Available on Carahsoft’s GSA Schedule,Red Violet’s Interactive Data is now available on Carahsoft’s GSA schedule,,,,,,,,,-59.93031358885017
,"65,606",,0.24,6300.0,46.34,Strong Buy,98.0,"Aug 8, 2024",PKOH,,30.5,1.66,5.37%,10.82%,18.03%,-1.47%,+18.99%,,,,,,,0.7868852459016393,,,0.0002634920634920635,221.31147540983608
,"21,229",,1.84,678.0,221.2,,,"Aug 6, 2024",USAP,,42.19,,10.34%,28.52%,67.53%,+7.65%,+49.59%,,,,,,,4.361223038634748,,,,
,"75,374",,,288.0,8.86,,,"Aug 16, 2024",FRBA,,15.46,,4.18%,11.09%,15.88%,-0.84%,+17.86%,,,,,,,,,,,
,,,,133.0,,,,,GLUE,,6.33,,41.68%,55.92%,34.23%,+40.04%,-10.47%,Monte Rosa Therapeutics to Participate in Upcoming Investor Conferences,Monte Rosa Therapeutics announces first participants dosed in MRT-6160 study,Buy Rating Affirmed: Anticipated Catalysts and Undervaluation Set to Boost Monte Rosa Therapeutics,Monte Rosa Therapeutics price target lowered to $17 from $18 at Wells Fargo,,,,,,,
,"90,374",,,862.0,62.51,Sell,50.0,"Sep 4, 2024",ORGO,,2.93,,9.17%,6.33%,-1.89%,-2.98%,+3.53%,Organogenesis Holdings Inc. to Participate in Upcoming Investor Conferences in September,Organogenesis Holdings (ORGO) Receives a Buy from Lake Street,Morgan Stanley Sticks to Their Hold Rating for Organogenesis Holdings (ORGO),Organogenesis Holdings (ORGO) Receives a Buy from Cantor Fitzgerald,,,,,,,1606.4846416382252
,"292,013",,1.85,,10.71,Buy,11.96,"Aug 8, 2024",CWBC,,20.3,,4.61%,6.17%,7.97%,-2.10%,+10.17%,Community West Bancshares Engages Investors at Tech Conference,,,,,,9.113300492610838,,,,-41.08374384236453
,"670,133",,,,7.04,Strong Buy,20.5,"Aug 20, 2024",AIRJ,,6.34,,-33.60%,-42.80%,-49.33%,-46.70%,-52.96%,Montana Technologies announces MOU with Clairity Technology,Montana Technologies Announces Memorandum of Understanding with Clairity Technology to Deploy AirJoule® in Support of Direct Air Capture Carbon Dioxide Removal Projects,Montana Technologies Corp. reports Q2 EPS 24c vs. (8c) last year,Montana Technologies Corp. signs MOU with Tenx Investment,Montana Technologies Announces Memorandum of Understanding with TenX Investment to Deploy AirJoule® for Water Security and Sustainability in the United Arab Emirates,,,,,,223.34384858044163
,"579,338",,,,5.01,Strong Buy,12.13,"Aug 13, 2024",TWFG,,25.86,,7.89%,10.84%,10.84%,+4.83%,,"Monday’s top analyst calls: Nvidia, Apple, Qualcomm, Robinhood, Starbucks","TWFG, Inc. Class A (TWFG) Receives a Hold from KBW",TWFG price target raised to $28 from $26.50 at JPMorgan,TWFG price target raised to $30 from $29 at RBC Capital,"TWFG, Inc.: Steady Growth and Expansion Potential Balanced with Cautious Valuation Outlook",,,,,,-53.093580819798916
,"130,877",,0.3,,22.73,Strong Buy,24.0,"Sep 9, 2024",DCGO,,3.72,,6.39%,12.37%,-4.80%,unch,-4.72%,Northland Securities Sticks to Its Buy Rating for DocGo (DCGO),DocGo management to meet virtually with Northland,DocGo: A Strong Buy on Robust Financial Performance and Growth Prospects,,,,8.064516129032258,,,,545.1612903225806
,"46,237",,0.64,21200.0,22.98,Hold,19.3,"Oct 21, 2024",MODV,,26.69,2.77,16.96%,13.16%,-10.88%,+18.40%,+14.98%,ModivCare partners with ACC to launch Caring Hearts in New Jersey,Lake Street Sticks to Their Buy Rating for ModivCare (MODV),"ModivCare: Balancing Financial Results and Strategic Efforts, a Hold Rating Maintained",ModivCare upgraded to Outperform from Market Perform at Barrington,,,2.397901835893593,,,0.00013066037735849056,-27.68827276133383
,"3,454,013",,,870.0,3.98,Hold,5.25,"Aug 7, 2024",NKLA,,7.51,,-8.64%,-20.89%,-61.77%,-27.51%,-78.73%,Philippe Laffont’s Coatue entered into Paramount last quarter amid weakness,Nikola appoints Thomas Schmitt as CCO,Largest borrow rate increases among liquid names,Nikola (NASDAQ:NKLA) Sinks 10% after Announcing Share Sale,"AMD to acquire ZY Systems, Estee Lauder reports Q4 beat: Morning Buzz",,,,,,-30.09320905459387
,"19,652",,,237.0,18.74,Hold,17.0,"Jul 24, 2024",HDSN,,8.33,,2.48%,-2.82%,-25.11%,-6.19%,-24.25%,"Analysts Have Conflicting Sentiments on These Materials Companies: MP Materials (MP), Hudson Tech (HDSN) and Silvercorp Metals (SVM)",,,,,,,,,,104.08163265306123
,"232,561",,,357.0,13.62,Hold,13.0,"Aug 1, 2024",ANIK,,25.59,,-3.00%,-5.05%,1.08%,-5.14%,+0.90%,Anika Reports Inducement Grants Under Nasdaq Listing Rule 5635(c)(4),Buy Rating Affirmed for Anika Therapeutics Amid Solid Financials and Strong Market Outlook,,,,,,,,,-49.198905822586944
,"31,475",,0.68,69.0,91.12,Buy,90.0,"Aug 6, 2024",ZVRA,,7.18,,3.06%,20.69%,31.21%,+32.00%,+47.86%,William Blair Keeps Their Buy Rating on Zevra Therapeutics (ZVRA),"Zevra Therapeutics presents data for arimoclomol, OLPRUVA at SSIEM 2024",Zevra Therapeutics Presented New Data for Arimoclomol and OLPRUVA® (Sodium Phenylbutyrate) at the Society for the Study of Inborn Errors of Metabolism (SSIEM) 2024 Annual Symposium,Zevra Therapeutics to Participate at Upcoming Investor Conferences,Buy Rating on Zevra Therapeutics Backed by Strong Financials and Promising Product Launches,,9.470752089136491,,,,1153.4818941504177
,"746,242",,,100.0,4.46,Strong Buy,8.57,"Aug 6, 2024",GTHX,,7.12,,15.00%,67.51%,97.13%,+65.97%,+48.95%,Pharmacosmos Group and G1 Therapeutics Announce Expiration of Hart-Scott-Rodino Waiting Period,"G1 Therapeutics, Pharmacosmos announce expiration of HSR waiting period",Largest borrow rate increases among liquid names,J.P. Morgan upgrades G1 Therapeutics (GTHX) to a Hold,Biotech Alert: Searches spiking for these stocks today,,,,,,20.365168539325847
,"15,819",,4.0,89.0,84.0,,,"Oct 16, 2024",AURA,,7.59,,-9.12%,-7.09%,-4.94%,-24.29%,+7.36%,"Aura Biosciences to Host a Urologic Oncology Investor Event to Present Early Non-Muscle Invasive Bladder Cancer (NMIBC) Data from its Ongoing Phase 1 Trial on Thursday, October 17, 2024",Aura Biosciences to Participate in Upcoming Investor Conferences,"3 Best Stocks to Buy Now, 8/28/2024, According to Top Analysts ",Analysts Offer Insights on Healthcare Companies: Aura Biosciences Inc (AURA) and Nanosonics Limited (OtherNNCSF),"Analysts’ Top Healthcare Picks: Aura Biosciences Inc (AURA), Nanosonics Limited (NNCSF)",,52.70092226613966,,,,
,"973,572",,,1400.0,10.63,,,,JOUT,,36.92,,-3.85%,-2.14%,-16.60%,-14.88%,-20.08%,,,,,,,,,,,
,,,,255.0,,,,,BWB,,13.75,,3.67%,7.98%,13.99%,-2.03%,+16.74%,D.A. Davidson Remains a Buy on Bridgewater Bancshares (BWB),Piper Sandler Sticks to Its Buy Rating for Bridgewater Bancshares (BWB),Bridgewater Bancshares Acquires First Minnetonka City Bank,Bridgewater Bancshares Engages Investors with New Presentation,,,,,,,
,"197,609",,,150.0,15.79,Strong Buy,61.8,"Aug 8, 2024",NKTX,,5.32,,-1.10%,-8.25%,-24.65%,-18.51%,-44.20%,Nkarta to Participate in Upcoming Investor Conference,Nkarta price target lowered to $20 from $25 at Mizuho,Buy Rating Affirmed for Nkarta Amid Strategic Focus and Promising Clinical Trials,Nkarta’s NKX019 Therapy: A Promising Future in Autoimmune Disease Treatment,Buy Rating on Nkarta Amid Promising Clinical Trials and Solid Financial Position,,,,,,1061.6541353383457
,"9,757",,,65.0,15.64,Strong Buy,20.0,,OCGN,,1.3,,3.30%,-9.58%,18.82%,-8.19%,-29.51%,Ocugen CSO to Participate in 5th Annual Gene Therapy for Ophthalmic Disorders Summit,Ocugen to Participate in a Fireside Chat at the H.C. Wainwright 26th Annual Global Investment Conference,Ocugen Announces Completion of Dosing in Subjects with Stargardt Disease in High Dose Cohort of Phase 1/2 GARDian Clinical Trial of OCU410ST—A Modifier Gene Therapy,"Ocugen, Inc. Announces Health Canada Approval to Initiate Phase 3 Clinical Trial for OCU400 – Modifier Gene Therapy for Broad Retinitis Pigmentosa Indication",Largest borrow rate increases among liquid names,,,,,,1438.4615384615383
,"52,026",,,1991.0,3.29,Strong Buy,7.25,"Aug 27, 2024",LOVE,,24.03,,-1.29%,-3.45%,-0.08%,-13.82%,-1.09%,Best Buy stock soars on a beat and raise. We think that’s just the beginning,The Lovesac Company Announces Second Quarter Conference Call Date,Short Report: Bearish positioning in Oddity Tech at record high,,,,,,,,-69.82937994173949
,,,,472.0,,,,,NRIM,,67.82,,4.73%,8.26%,24.88%,-1.36%,+37.44%,"Northrim BanCorp, Inc. Declares Quarterly Cash Dividend of $0.62 per Share",,,,,,,,,,
,"86,684",,,343.0,6.0,,,"Aug 14, 2024",FBIZ,,44.87,,5.32%,12.49%,22.56%,-2.52%,+26.97%,,,,,,,,,,,
,"1,575",,1.2,570.0,42.7,,,"Sep 10, 2024",EBTC,,30.42,,8.83%,15.40%,13.66%,+4.03%,+24.86%,Enterprise Bancorp to Present at Upcoming Banking Conferences,,,,,,3.9447731755424056,,,,
,"52,228",,1.2,362.0,25.94,Hold,22.0,"Jul 25, 2024",RRBI,,53.99,,3.18%,5.08%,5.73%,-5.69%,+8.80%,,,,,,,2.2226338210779772,,,,-59.251713280237084
,"5,090,904",,,162.0,10.19,,,"Aug 13, 2024",VYGR,,6.8,,-9.36%,-16.39%,-18.51%,-29.38%,-30.44%,Voyager Therapeutics enters license for capsid,Voyager Therapeutics Announces Inducement Grants Under Nasdaq Listing Rule 5635(c)(4),Voyager Therapeutics to Present at Multiple Upcoming Investor Conferences,Buy Rating Affirmed: Voyager Therapeutics’ Advancements and Revenue Potential in CNS Gene Therapy,Buy Rating Affirmed for Voyager Therapeutics on Robust Pipeline and Strong Financial Position,,,,,,
,"597,959",,,88.0,1.56,Buy,4.0,"Aug 7, 2024",SLDB,,9.56,,7.67%,16.49%,14.19%,-1.91%,-28.04%,Solid Biosciences Reports Inducement Grants Under Nasdaq Listing Rule 5635(c)(4),Solid Biosciences: A Buy Rating on Promising Gene Therapy SGT-003 and Expanding Pipeline,"Solid Biosciences SGT-003 safety signals encouraging, says H.C. Wainwright","3 Best Stocks to Buy Now, 8/14/2024, According to Top Analysts ",Buy Rating Affirmed for Solid Biosciences Amid Promising Early Data on SGT-003 DMD Therapy,,,,,,-58.15899581589959
,"479,345",,,489.0,6.42,Hold,10.25,"Aug 6, 2024",GAMB,,10.16,,5.71%,13.42%,10.57%,+1.87%,+5.60%,Bet On It: AGA estimates $35B to be wagered throughout NFL season,Bet On It: DraftKings leans into live betting opportunity with Simplebet deal,Bet On It: Missouri sports betting certification process challenged with lawsuit,Gambling.com’s (GAMB) Winning Streak Makes It a Compelling Option,Buy Rating Affirmed for Gambling.com on Strong Performance and Growth Potential,,,,,,0.885826771653542
,"310,986",,1.32,412.0,11.07,Sell,9.7,"Jul 30, 2024",AMSWA,,11.06,,8.38%,15.73%,7.42%,+0.91%,-2.39%,Powell says ‘time has come’ for Fed to cut: Morning Buzz,American Software price target raised to $17 from $16 at Maxim,American Software Shareholders Approve Key Resolutions,"American Softwtare reports Q1 adjusted EPS 12c, consensus 8c","Is AMSWA a Buy, Before Earnings?",,11.934900542495479,,,,-12.296564195298384
,,,,456.0,,,,,FMAO,,27.2,,6.99%,11.27%,22.00%,-1.34%,+27.93%,Farmers & Merchants Bancorp Secures CEO Through 2027,,,,,,,,,,
,"154,915",,,123.0,12.05,Strong Buy,22.14,"Aug 12, 2024",BSVN,,39.34,,1.64%,10.18%,33.70%,-5.40%,+43.58%,,,,,,,,,,,-43.721403152008136
,"38,920",,0.96,,26.82,Strong Buy,31.0,"Jul 24, 2024",CCIX,,10.02,,-0.04%,-0.03%,-0.03%,-0.20%,,,,,,,,9.580838323353294,,,,209.3812375249501
,"62,037",,,54.0,12.63,Strong Buy,15.75,"Aug 8, 2024",BDTX,,6.46,,13.39%,15.89%,40.43%,+4.52%,+25.79%,Buy Rating Reaffirmed for Black Diamond Therapeutics Amid Promising Clinical Trials and Solid Financials,,,,,,,,,,143.80804953560371
,"1,353,099",,,413.0,9.71,Buy,14.67,"Aug 6, 2024",ACNB,,42.33,,4.08%,8.83%,8.97%,+0.02%,+19.40%,ACNB Corp. management to meet virtually with Piper Sandler,ACNB Corporation Unveils Investor Presentation Online,,,,,,,,,-65.34372785258681
,"68,464",,,251.0,17.2,,,"Jul 25, 2024",ARTNA,,35.06,,-3.82%,-4.47%,-5.53%,-8.30%,+1.58%,,,,,,,,,,,
,"148,828",,,2319.0,8.09,Buy,13.75,"Aug 5, 2024",ONEW,,24.64,1.85,3.10%,-6.72%,-9.31%,-2.43%,-10.52%,"Analysts Offer Insights on Consumer Cyclical Companies: Jack In The Box (JACK), Greif Class A (GEF) and OneWater Marine (ONEW)",OneWater Marine management to meet with KeyBanc,,,,,,,,0.0007977576541612764,-44.19642857142858
,"37,623",,,,5.13,Buy,6.83,"Aug 8, 2024",GPAT,,10.02,,-0.08%,0.01%,0.01%,-0.20%,,,,,,,,,,,,-31.83632734530938
,"33,656",,,,28.7,Strong Buy,25.0,"Aug 7, 2024",ALF,,9.99,,-0.21%,-0.21%,-0.21%,,,,,,,,,,,,,150.25025025025025
,"23,189",,0.5,1892.0,30.5,,,"Aug 7, 2024",GGR,,1.29,,-9.85%,-16.97%,-34.57%,-27.81%,-34.34%,Gogoro and Nebula Energy announce commercial launch in Kathmandu for October,Gogoro Announces CPO Ming-I Peng’s Resignation,Gogoro files to sell 60.24M ordinary shares for holders,Gogoro downgraded to Hold from Buy at Benchmark,"Gogoro Faces Q2 Challenges, Eyes Future Growth",,38.75968992248062,,,,
,"127,489",,,1073.0,42.19,Buy,46.0,"Jul 31, 2024",ACB,,6.51,,-3.44%,5.63%,17.88%,-3.90%,-10.86%,Election 2024: Where To Put Your Money Ahead of the Vote,Largest borrow rate increases among liquid names,Rising High: MINT Shango JV to acquire Cannabist’s Florida entity,Rising High: SNDL announces successful bid to acquire Indiva,Aurora Cannabis Unveils New CBD Lozenge Partnership,,,,,,606.605222734255
,"61,376",,0.24,477.0,15.46,Buy,18.0,"Jul 24, 2024",HBCP,,44.0,,5.81%,6.88%,13.04%,+0.18%,+19.75%,,,,,,,0.5454545454545454,,,,-59.09090909090909
,"358,877",,,2400.0,6.33,Buy,13.75,"Aug 8, 2024",ACCD,,4.42,,8.49%,2.32%,-47.83%,+2.93%,-54.08%,Accolade To Present at Morgan Stanley 22nd Annual Global Healthcare Conference,"Starbucks picks new CEO, Baxter divests Kidney Care segment: Morning Buzz",Accolade’s Growth and Profitability Outlook Underscored by Buy Rating,"Accolade working with Morgan Stanley to explore sale, Dealreporter says",,,,,,,211.08597285067873
,"378,627",,,31.0,2.93,Strong Buy,4.88,"Aug 8, 2024",IMMP,,2.43,,12.64%,10.44%,1.86%,+16.20%,-0.40%,Immutep Reports Increased Loss Despite Higher Income,Immutep’s Head & Neck Cancer Therapy Excels,Immutep Ltd (PRRUF) Gets a Buy from Canaccord Genuity,Immutep Launches Groundbreaking Autoimmune Therapy Trial,"Immutep Announces First Participant Dosed in Phase I Study of IMP761, a First in Class Agonist LAG-3 Antibody",,,,,,100.82304526748969
,"8,046",,0.72,2287.0,17.27,Buy,23.0,"May 21, 2024",ALNT,,20.89,,-7.91%,-15.50%,-25.52%,-28.30%,-36.72%,Allient price target lowered to $28 from $39 at Roth MKM,Analysts Offer Insights on Technology Companies: Allient (ALNT) and Sunnova Energy International (NOVA),Allient price target lowered to $30 from $41 at Craig-Hallum,,,,3.446625179511728,,,,10.100526567735756
,,,,1744.0,,,,,FORR,,18.42,,2.10%,5.46%,-9.60%,-5.45%,-5.17%,Streaming is getting more expensive for consumers. Here’s why,,,,,,,,,,
,,,,1720.0,,,,,BBCP,,6.47,,4.14%,3.12%,-10.71%,-3.45%,-18.27%,Concrete Pumping downgraded to Neutral from Buy at UBS,D.A. Davidson Remains a Buy on Concrete Pumping Holdings (BBCP),Concrete Pumping price target lowered to $6.50 from $7.50 at Baird,"Concrete Pumping reports Q3 EPS 13c, consensus 19c","Concrete Pumping sees FY24 revenue $420M-$430M, consensus $457.51M",,,,,,
,,,,299.0,,,,,CBNK,,25.1,,4.08%,11.12%,17.27%,-0.86%,+23.75%,"Capital Bancorp, Integrated Financial announce receipt of approvals for merger",,,,,,,,,,
,,,,96.0,,,,,KYTX,,8.09,,8.70%,-1.59%,-51.05%,-10.28%,-65.03%,Kyverna Therapeutics treatment of stiff person syndrome gets orphan designation,"Analysts Offer Insights on NA Companies: Kyverna Therapeutics, Inc. (KYTX), Smith Douglas Homes Corp. Class A (SDHC) and Kayne Anderson BDC, Inc. (KBDC)",Kyverna Therapeutics price target lowered to $7 from $8 at H.C. Wainwright,Wall Street Analysts Are Bullish on Top NA Picks,"Kyverna Therapeutics reports Q2 EPS (67c), consensus (70c)",,,,,,
,"204,172",,,33.0,26.69,Buy,41.0,"Aug 7, 2024",LWLG,,2.89,,1.07%,-8.95%,-27.65%,-17.63%,-34.63%,,,,,,,,,,,1318.6851211072665
,"1,154,471",,,,7.51,Hold,35.0,"Aug 9, 2024",AVNW,,27.72,,-2.80%,-4.76%,-14.08%,-12.32%,-22.83%,Aviat Networks (AVNW) Q4 Earnings Cheat Sheet,180 Degree Capital reports NAV of $4.50 as of June 30,,,,,,,,,26.262626262626267
,"239,645",,,,8.33,Strong Buy,10.75,"Aug 6, 2024",ESPR,,1.77,,-12.55%,-23.58%,-22.69%,-26.41%,-47.53%,Market Outperform: Enhanced Insurance Coverage and FDA Approvals Propel Esperion’s Growth Potential,"Esperion secures additional commercial, Medicare formulary coverage for NEXLETOL",Esperion Secures Additional Commercial and Medicare Formulary Coverage for NEXLETOL® (bempedoic acid) and NEXLIZET® (bempedoic acid and ezetimibe),Esperion management to meet with Jefferies,Buy Rating Affirmed for Esperion on Robust Revenue Growth and Enhanced Market Access,,,,,,507.3446327683616
,"79,128",,,934.0,25.59,Buy,30.5,"Aug 8, 2024",CMPO,,11.57,,17.74%,40.82%,86.52%,+45.03%,+72.05%,Short Report: Bearish positioning in Cinemark caves as shares shine,Largest borrow rate increases among liquid names,CompoSecure price target raised to $14.50 from $11.50 at Compass Point,CompoSecure price target raised to $12 from $8 at JPMorgan,J.P. Morgan Remains a Hold on CompoSecure (CMPO),,,,,,163.61279170267932
,"299,507",,,1060.0,7.18,Strong Buy,21.0,"Aug 13, 2024",MCFT,,20.38,,1.15%,3.23%,-3.22%,-9.23%,-12.93%,MasterCraft’s Strategic Prudence Amidst Economic Challenges: A Buy Rating by Craig Kennison,"Analysts Are Bullish on Top Consumer Cyclical Stocks: Lululemon Athletica (LULU), MasterCraft Boat Holdings (MCFT)",Truist Financial Keeps Their Hold Rating on MasterCraft Boat Holdings (MCFT),"MasterCraft Boat sees Q1 adjusted EPS 4c, consensus 15c","MasterCraft Boat sees FY25 adjusted EPS 36c-87c, consensus $1.59",,,,,,3.042198233562321
,"579,608",,,190.0,7.12,Buy,3.5,"Aug 8, 2024",WTBA,,20.44,,3.87%,4.95%,7.67%,-4.29%,+16.70%,,,,,,,,,,,-82.87671232876713
,"52,859",,,574.0,7.59,Strong Buy,20.33,"Aug 8, 2024",FSBW,,44.97,,6.36%,14.29%,27.84%,-0.11%,+30.08%,FS Bancorp Leaders to Attend Raymond James Conference,,,,,,,,,,-54.79208361129643
,"30,586",,1.32,46.0,36.92,,,"Aug 5, 2024",TMC,,1.06,,1.42%,-15.36%,-22.24%,-9.26%,-42.01%,Largest borrow rate increases among liquid names,The Metals Company options imply 16.1% move in share price post-earnings,"TMC Earnings Report this Week: Is It a Buy, Ahead of Earnings?",,,,124.52830188679245,,,,
,"29,328",,,133.0,13.75,Strong Buy,17.0,"Jul 24, 2024",ICG,,5.71,,-4.94%,-18.79%,-32.83%,-21.84%,-34.35%,Intchains Group to host investor day,Intchains Group Ltd. ADR (ICG) Gets a Buy from Benchmark Co.,Intchains Group Limited Reports Second Quarter 2024 Unaudited Financial Results,Intchains Group’s Soaring Profits Amidst Innovations,,,,,,,197.723292469352
,"538,641",,,414.0,5.32,Strong Buy,17.33,"Aug 13, 2024",LNZA,,1.73,,7.96%,-6.47%,-48.09%,-17.13%,-51.61%,LanzaTech Global (LNZA) Receives a Rating Update from a Top Analyst,LanzaTech signs master license agreement with Sekisui for plants in Japan,Roth MKM Sticks to Its Buy Rating for LanzaTech Global (LNZA),LanzaTech and LanzaJet Announce New Project with Wagner Sustainable Fuels in Australia,LanzaTech price target lowered to $4.75 from $5 at Seaport Research,,,,,,901.7341040462427
,"4,745,590",,,253.0,1.3,Strong Buy,4.67,"Aug 8, 2024",CDRO,,7.55,,-1.41%,-1.22%,28.86%,-5.85%,+2.52%,,,,,,,,,,,-38.14569536423841
,"146,579",,,791.0,24.03,Strong Buy,33.25,"Jun 13, 2024",RGP,,10.19,,-2.93%,-4.46%,-17.12%,-14.59%,-15.30%,"Ex-Dividend Date Nearing for These 10 Stocks – Week of August 19, 2024",,,,,,,,,,226.30029440628073
,"31,876",,2.48,214.0,67.82,,,"Jul 24, 2024",SGHT,,6.76,,7.98%,1.19%,30.55%,-13.62%,+21.08%,Sight Sciences: A Balanced View Amidst Recovery and Uncertainties,"AmEx downgraded, Texas Instruments upgraded: Wall Street’s top analyst calls",Sight Sciences Poised for Growth: Buy Rating Affirmed Amid Market Expansion and Favorable Reimbursement Outlook,Sight Sciences initiated with a Buy at Lake Street,Sight Sciences to Present at the Upcoming Morgan Stanley Global Healthcare Conference,,36.68639053254438,,,,
,"14,331",,1.0,1243.0,44.87,Strong Buy,50.75,"Jul 25, 2024",FARO,,17.42,,8.70%,4.64%,-11.02%,+1.81%,-14.45%,Faro Technologies Announces Senior VP of Global Sales Resignation,Faro Technologies price target lowered to $25 from $29 at Craig-Hallum,,,,,5.74052812858783,,,,191.33180252583236
